C_CUSTKEY	C_NAME	C_ADDRESS	C_NATIONKEY	C_PHONE	C_ACCTBAL	C_MKTSEGMENT	C_COMMENT
10488	Customer#000010488	aUGOKAcHbJIwo30W2LpTo4foNor3tVgL9KzM,sFO	23	33-578-989-9182	3314.83	HOUSEHOLD 	regular deposits cajole blithely final deposits. final, even packages are furiously. special,
10489	Customer#000010489	p0,OYttYBuTyZl9HHPrFAF2HLQSTKYHVc0Gs	15	25-974-767-2842	6348.53	MACHINERY 	courts breach furiously above the quickly bol
10490	Customer#000010490	IcmhWKOxs8n6lNWoUT2uZ7yG8jUoew6D	4	14-244-426-8138	8798.73	BUILDING  	bold somas play. fluffily regular instructions
10491	Customer#000010491	AEISZXI,PoVjQ85iDVCiTMBlL09OVUffZb0W	0	10-128-485-4051	5311.85	HOUSEHOLD 	blithely even theodolites doze slyly. pending accounts are slyly. fluffily ironic ideas alongside of the blithel
10492	Customer#000010492	M4b3J3Wfh3XgnHBm5uhc	14	24-345-147-5532	9234.28	FURNITURE 	furiously final warhorses about the blithely pending deposits snooze blithely along the blith
10493	Customer#000010493	oIXaYyLIc6QRv4QT1S9LDTciIHBCQ6fPsOFFz	7	17-402-799-4721	-332.42	BUILDING  	regular foxes sleep carefully across the quickly unusual requests. regular requests 
10494	Customer#000010494	uktWOyUEg3Pf,Fa,Kd7vD2MGvNgArujNmmtwkMUp	24	34-533-497-3882	9998.87	FURNITURE 	furiously bold accounts against the final deposits wake abo
10495	Customer#000010495	okyEoVpjO3zfPHlgmrbHNnIVHl ,wIAtqlOh	22	32-111-966-9503	2025.15	MACHINERY 	carefully pending instructions wake carefully regular instructions. ironic theodoli
10496	Customer#000010496	nH,lv29p99pTe	8	18-982-453-8089	658.02	HOUSEHOLD 	ironic packages are furiously unusual accounts. excuses might sleep. c
10497	Customer#000010497	M6wMlWjdBVTvF	0	10-655-428-8966	2275.26	MACHINERY 	regular asymptotes cajole quickly about the reg
10498	Customer#000010498	 w2,lLSOGtzkN2s ELHvGFMrz	12	22-847-838-1433	2304.11	BUILDING  	carefully regular asymptotes boost carefully against the never regular platelets. regular,
10499	Customer#000010499	lmG,xgCOgp,75ycw4LK9d0HTqv6BGs8GIyXO	15	25-655-905-1597	3086.54	FURNITURE 	ruthlessly sly requests use carefull
10500	Customer#000010500	T5g3,TKPRJYS7m,RNRIajiugglmj1mGeb0L	16	26-198-486-6662	8488.81	BUILDING  	silent packages cajole fluffily regular requests. unusual instructions are idly furiously final theodolites. car
10501	Customer#000010501	q8stHMWy6Cv	11	21-238-953-8685	-589.98	BUILDING  	quickly bold packages cajole alongside of the quickly regular dependencies. pinto beans hang
10502	Customer#000010502	f69SJ,E3RiL25VMmJk2bLBkgfgzaj7raISUU	5	15-986-656-2349	4107.84	MACHINERY 	express platelets nag furiously final deposits; carefully final warhorses are slyly at the quiet saute
10503	Customer#000010503	yJ,yGtQhdOsTG	20	30-232-631-6345	2487.87	MACHINERY 	permanently regular theodolites cajole blithely slyly pending pinto beans. special foxes cajole to the pending, 
10504	Customer#000010504	8cjfBJgiTWAn 3V	12	22-858-374-1592	571.73	AUTOMOBILE	slyly final instructions sublate packa
10505	Customer#000010505	Hxm0y,DArac7FUiO34yzo8Zn6qw7Y	6	16-143-369-3294	4033.67	FURNITURE 	fluffily final theodolites use quickly-- blithely special requests wake carefully carefully 
10506	Customer#000010506	 p8dfRoKo1a9x483GCrqMjofbk	17	27-471-459-6084	9952.49	MACHINERY 	slyly ironic pinto beans wake across the carefully pending instructions
10507	Customer#000010507	FTxcCJF mbJBaSkyxX1zjH8YjWjAQrutf	4	14-763-495-3710	3630.55	BUILDING  	theodolites sleep furiously. regularly special attainments cajole. regular theodolites haggle final mu
10508	Customer#000010508	,s2GyfD8hk8uVLvs1VaB5GebVOugV	16	26-132-645-4343	-286.81	HOUSEHOLD 	regular packages against the thin deposits sleep slyly blithely silent deposits. daringly regular excuses x-ray
10509	Customer#000010509	qzX8568PlLfXRGLr 1Ed972rgTFv7Gi	16	26-432-650-8555	6495.45	BUILDING  	theodolites haggle slyly quickly regular requests. o
10510	Customer#000010510	PTXbAHDFyAf1wFNvGxZR54wZtgSdm8AoBi	8	18-793-508-6258	3064.36	AUTOMOBILE	quickly bold accounts play slyly unusual requests. blithely ironic deposits cajole against t
10511	Customer#000010511	24WwzNJuRqh0e0	7	17-507-294-8084	9754.74	MACHINERY 	slyly ironic requests above the slyly regular accounts sleep according to the fluffily
10512	Customer#000010512	MSLwmLf32RwJqykmXCoqX 	24	34-792-342-6229	1924.59	MACHINERY 	ironic, final excuses boost furiously above the regular, dogged packages. blithely ruthless dolphins doubt
10513	Customer#000010513	H,1s9TbVfw,t3UMtJRYYdVuJ	6	16-916-172-1868	4573.3	FURNITURE 	carefully regular pinto beans nag quickly.
10514	Customer#000010514	JG5aZYQpqb	23	33-157-238-4994	4532.51	AUTOMOBILE	slyly regular dugouts boost slyly. blithely even pains wake furiously special, even packa
10515	Customer#000010515	Keos4tu3vTh2N9zT,INtY4wdNAfN	23	33-632-207-6661	857.11	AUTOMOBILE	even, even requests haggle blithely? fluffily final foxes cajole slyly. regular requests boost furiously requests
10516	Customer#000010516	9nGyx0Z8EpkzgN2CrCos	1	11-713-414-6021	4354.65	FURNITURE 	packages cajole pending dependencies. slyly final ideas across the express depths cajole slyly against
10517	Customer#000010517	kWXMYEXWR8S1LTiZQRcQljkm3oO	10	20-783-568-7312	3675.86	AUTOMOBILE	blithely blithe foxes wake carefully
10518	Customer#000010518	Pjx,zW,m4Z0rHOFeJzmIiTYZZBU4H9sSHVlr0	0	10-552-761-5708	2118.57	MACHINERY 	carefully even requests eat slyly around the r
10519	Customer#000010519	j13tJiY64eyr5,ooFYFug02C  Me,5WIS0	7	17-337-918-7349	8835.8	HOUSEHOLD 	blithely regular deposits wake blithely pending instructions. furiously regular accounts accor
10520	Customer#000010520	Em0G65LQE79VwyXpa4Lb303lWY6,6kQvSBRK	10	20-140-230-4214	1298.11	BUILDING  	special packages use furiously about the quickly final dinos; slyly ironic packages wake quickly carefully si
10521	Customer#000010521	ffU3CGQcHKLdyv0ZQ6ip3q33ypcHO	9	19-393-147-3538	2237.55	BUILDING  	furiously brave pinto beans among the furiously careful requests haggle carefully a
10522	Customer#000010522	TTiiLBmjuk TeHxtP TB	12	22-640-288-4711	6516.04	FURNITURE 	slyly even deposits boost furiously after the furiously regu
10523	Customer#000010523	Q hEbBGq64Z9F8	14	24-482-697-6062	8127.3	MACHINERY 	final packages detect quickly according to the slyly even accounts. carefully i
10524	Customer#000010524	65O68,SXfM9zhWjM	6	16-507-927-2877	6531.15	MACHINERY 	express deposits are blithely about the blithely ironic accounts. acco
10525	Customer#000010525	FdYD0kb9z3TMQ	19	29-130-322-5447	9083.85	MACHINERY 	final packages sleep slyly accord
10526	Customer#000010526	6jJNMdHls,N8b4GynJ8lv6y	20	30-157-651-7463	1383.34	HOUSEHOLD 	regular packages was. slyly regular theodolites use among the special Tiresias. daringly even instructions across th
10527	Customer#000010527	ln,VZi65mQ	17	27-214-978-9022	4753.28	BUILDING  	regular, silent orbits grow after the regular sentiments. enticingly regular packages cajole among
10528	Customer#000010528	orlS40,3svdmkq2AMgldj08Da5g4eKDJpZmeRxmt	10	20-743-375-3340	4378.2	HOUSEHOLD 	furiously final instructions wake fluffily. blithely express foxes cajole quickly. carefully ironic requests are 
10529	Customer#000010529	tuygkEPCd3ZVHkJxbMwZ447jfyiVzz5xlwGIVuN	8	18-822-988-3797	3400.71	MACHINERY 	even ideas wake final packages. final, express packages are blithely. slyly pending 
10530	Customer#000010530	46fr1M0YongIgZpsOnlIu	21	31-390-123-5365	8668.13	MACHINERY 	even asymptotes alongside of the instructions wake carefully according to the ironic accounts. blithely regula
10531	Customer#000010531	CCNayhNXN,EaNTsYc7Z31H	6	16-161-113-9565	-657.15	MACHINERY 	carefully busy theodolites affix. quickly express somas along the even accounts nag quickly fluffily pending re
10532	Customer#000010532	DKhxZmJMVk2W,nnAOzjvbOVv9	5	15-113-219-7653	8174.25	FURNITURE 	slyly express instructions nag blithely across the furiously pending requests. packa
10533	Customer#000010533	vi8bUUXIIpcegZPIqYl8XEGOZP5gdRC6BX	23	33-453-566-5271	3652.63	BUILDING  	quickly ironic gifts are above the carefully even instruct
10534	Customer#000010534	SutiGJfgXXMNfeOm4qlyz	1	11-699-468-7576	7795.61	AUTOMOBILE	furiously bold packages wake slyly along the regular requests. express ideas are fluffil
10535	Customer#000010535	XBW5BrxIDvLOwaXpVQIHogRD	24	34-347-187-2876	8903.75	AUTOMOBILE	regular, regular theodolites use fluffily
10536	Customer#000010536	TxtaS0CFgsHCBAsS7Y	6	16-303-682-7534	-570.26	MACHINERY 	blithely even requests are. fluffily ironic platelets haggle fluffily ab
10537	Customer#000010537	7cgByE2pAG7O3jDm,vaA3LLmDlOosMEJ	12	22-978-341-1870	5479.51	AUTOMOBILE	silent accounts according to the furiously even ideas wake fluffily after the blithely ironic instructio
10538	Customer#000010538	tS6Ovkr9gB4EwrqncZoJU7vPvJ7gpgovpon01Wd	1	11-874-830-8477	105.27	HOUSEHOLD 	blithely unusual platelets haggle 
10539	Customer#000010539	Wwu6wexkS4VBrIrUZ4ISJpvSu4WpnZNgzoPEybkr	24	34-836-452-4545	7200.43	HOUSEHOLD 	blithely even packages affix enticingly final pinto beans. quickly final excuses wake across the theodolites. slyly
10540	Customer#000010540	,8IhEuBfADgwZzcWs3OW2ZtfsSQb7yd1HRc0	13	23-823-126-5749	4748.57	HOUSEHOLD 	daringly final accounts are slyly. foxes serve blith
10541	Customer#000010541	I B1fY0KTIJFw	22	32-530-307-3412	2153.56	HOUSEHOLD 	ironic packages after the fluffily even packages wake quietly slyly bold pinto beans. ironic packages haggle furiou
10542	Customer#000010542	8NLrJyGTCXOBKledQO8L55mzpble	6	16-248-175-2253	2915.03	HOUSEHOLD 	quickly pending deposits among the carefully f
10543	Customer#000010543	Sie3DpTUuBAQ4NY03ikEu6hfd98Tj H	13	23-415-161-1889	7957.91	AUTOMOBILE	boldly ironic accounts along the idle, ironic pinto beans wake care
10544	Customer#000010544	OTpOs dfj,xCN,kAKz5XylzInMYC	0	10-879-185-2658	8584.46	FURNITURE 	quickly regular requests along the quickly final packag
10545	Customer#000010545	thCTi8VmhhICRmAMzOxkG,OFUeDlX	23	33-448-114-7558	1040.42	HOUSEHOLD 	furiously permanent instructions wake. unusual instructions cajole carefully. furiously ironic requests al
10546	Customer#000010546	6rKgo9ONlkCzgfC	17	27-474-792-4600	5323.58	HOUSEHOLD 	unusual foxes sleep blithely. idle, fluffy dependencies cajole furiously. car
10547	Customer#000010547	kT6NbMtFHjGgG3RwP l,9ZmTV,yooBRpamd	17	27-364-245-7214	8354.35	AUTOMOBILE	carefully final accounts sleep furiously fluffily daring accounts; blithely regular theodolites nag quickly: b
10548	Customer#000010548	9z5I70tdchG7SwtazXFwxjM2JiqWxpLqK	23	33-460-636-1074	5688.54	BUILDING  	pending packages sleep carefully. furiously express account
10549	Customer#000010549	qGl37I0RMYT NuHN2KO9jE1	24	34-307-820-1291	4320.77	FURNITURE 	final requests cajole. slyly even pains alongside of the doggedly special packages use evenly after 
10550	Customer#000010550	aOvXNkHN2IjhieTD4XvKy2yoHb34ju 	24	34-234-794-4672	6122.26	HOUSEHOLD 	ironically regular platelets sleep final theodolites. pending requ
10551	Customer#000010551	atwC9yY6XAYN58cL66FwYBlEeWSBE9tSAvd4U3hz	8	18-182-685-3016	794.79	HOUSEHOLD 	furiously unusual requests haggle? ruthlessly
10552	Customer#000010552	M Q,EJi9eWf iF,9rCMV	2	12-391-737-2897	1979.35	FURNITURE 	regular foxes cajole according to the furiously regular pains. carefully regu
10553	Customer#000010553	 AhMKmHs1QBGZlf2xB,k	1	11-387-359-7446	869.35	FURNITURE 	fluffily pending theodolites nag accounts. escapades above the carefully regular deposits cajole ironic plate
10554	Customer#000010554	a3LFG5aaLCkQrW	15	25-142-958-8655	1180.84	BUILDING  	silent requests nag furiously a
10555	Customer#000010555	BrKmQ1,P1CpHf1hzQe0uBPeTe5,hX	18	28-300-549-8701	384.66	BUILDING  	quick deposits grow. express theodolites cajole blithely along the ca
10556	Customer#000010556	Rk2Ln2rHN7VRHKhtq5I55ZzD2al1ZEB4ofuVh	2	12-273-224-9497	5845.72	FURNITURE 	slyly regular deposits sleep fluffily even multipli
10557	Customer#000010557	G1WzI5qMxPe	24	34-937-790-6848	6008.86	FURNITURE 	evenly close requests are furiously. blithely special packages nag blithely special packages. regul
10558	Customer#000010558	xKWzY7ZVtCXIbEymGb4IhP	14	24-926-935-6479	8971.91	BUILDING  	regular, regular excuses dazzle furiously according to the unusual
10559	Customer#000010559	nHR1GHtT1PhQWiqINtuySaI	21	31-280-893-4847	892.18	HOUSEHOLD 	furiously final accounts detect. bold, unusual deposits sleep. furiously final depen
10560	Customer#000010560	JNHI6xoUdbxihoJZOk CnEolP	6	16-461-378-3260	-111.27	AUTOMOBILE	slyly express frets among the close packages wake
10561	Customer#000010561	MWSFCEbI6Hb	17	27-536-991-6161	8763.56	MACHINERY 	furiously special excuses sleep furiously special ideas. furiously bold dependencies above the 
10562	Customer#000010562	j1JXm4djpztn829Vf5zeUyiSuMy7C9	22	32-201-528-8085	8183.22	BUILDING  	slyly final deposits wake carefully ironic packages. blithely regular ideas cajole against the fluffily even pinto
10563	Customer#000010563	YJ8byHkvyqFuJfn,jORyC94tA0CPHOMnIG,e	17	27-524-239-8293	374.55	BUILDING  	requests sleep slyly! quickly regular instructi
10564	Customer#000010564	75KZ1KJyY14RqG8YyEm2q,lT9xi	17	27-183-366-1480	1063.38	BUILDING  	unusual, pending deposits boost. fluffily ironic deposits boost blithely. special, regula
10565	Customer#000010565	fNQLxP,nXwGIO1fKitOzOVxhuUxmyddo	24	34-159-526-7303	6164.94	MACHINERY 	special pinto beans after the regular, bold packages haggle among the carefully pending r
10566	Customer#000010566	OabRpP8,Jxje	24	34-672-944-7034	3197.39	AUTOMOBILE	final foxes haggle furiously final instructions? regular, regular packages haggle thinly unusual foxes. even dep
10567	Customer#000010567	RPWwPmUMZPPE9xi5R,I,bngp8DnOnww	23	33-462-378-9249	1548.09	BUILDING  	regular, even asymptotes boost against the ironic pinto bean
10568	Customer#000010568	u02G ee8swNYcOVPaPhs7h0ra3k9zUjfIy	16	26-622-971-8578	1629.72	MACHINERY 	dogged requests after the regular accounts cajole fluffily around the sly
10569	Customer#000010569	sgVRL0aNXztcvnK MZ01rw5AD7v29z	24	34-563-765-3755	9628.17	AUTOMOBILE	blithely regular deposits use. silent i
10570	Customer#000010570	VjZU0BvpqTB SssfJE	12	22-442-463-5929	8779.66	FURNITURE 	carefully express accounts haggle blithely abo
10571	Customer#000010571	lFNHeFb8HkLEGoghntK1EM68mNHiGFrfGWeOmto	23	33-687-910-1911	3744.48	HOUSEHOLD 	slyly regular platelets are blithely bo
10572	Customer#000010572	aqOElexoWkbbVzR3	22	32-459-410-7820	533.42	BUILDING  	slyly final accounts poach beneath the blithely special requests. final accounts sublate. quickly bold theod
10573	Customer#000010573	i280y84cZejHdiIU	11	21-310-124-7378	9186.16	MACHINERY 	blithely bold instructions ca
10574	Customer#000010574	nj3ukJzfQvK,E8nPWucyfkFfXsCCMP3jAqi1o	4	14-818-598-9878	4791.1	BUILDING  	platelets sleep fluffily quickly final warhorses. instructions nag. quickly special deposits cajole bli
10575	Customer#000010575	CO5GMoEO1GCNQxC	12	22-883-418-9332	1995.33	HOUSEHOLD 	blithely special ideas sleep carefully final instructions. furiously re
10576	Customer#000010576	f,4I R0STU5lXR2kj,sFHUAOyDidBqmRiHCfmV9x	18	28-513-462-4613	5530.26	FURNITURE 	fluffily unusual deposits use carefully against the 
10577	Customer#000010577	Bp9k3FduLvtej	23	33-471-413-5167	6123.22	HOUSEHOLD 	slyly even requests poach around the furiously special escapades. carefull
10578	Customer#000010578	k1fj7TRvdcAZ,DHyW7U2nwwh	20	30-748-958-9387	5956.73	HOUSEHOLD 	carefully express deposits after the quickly ironic sheaves 
10579	Customer#000010579	lF uVuACIN	12	22-954-370-1510	1798.74	FURNITURE 	pending, ironic realms run along the slyly furi
10580	Customer#000010580	WLoonD2mf5Qt9A0c7RordloFpiVBr8Gnf7am	9	19-271-261-6301	1462.82	BUILDING  	final deposits unwind quickly furiously quick pinto beans. carefully regular pinto beans ag
10581	Customer#000010581	qrZGpXRbnGfs7Gl0d4KIylM	15	25-190-393-6765	9598.22	MACHINERY 	blithely quick accounts wake theodolites. acc
10582	Customer#000010582	iUjRrwo yjjws0rpeyYhvAIBRkpcdLON	17	27-884-564-8834	294.25	BUILDING  	ironic packages boost even excuses. deposits are around
10583	Customer#000010583	7Ow6skBafNYMiDHsyWr98S	8	18-403-391-9128	4359.92	MACHINERY 	carefully pending accounts was carefully across the ironic ins
10584	Customer#000010584	XoEcq1Ci9KKh1RLgGl9Vs	23	33-638-833-8102	4105.16	HOUSEHOLD 	carefully even packages around the final packages cajole furiously bl
10585	Customer#000010585	U286e3tGFF4joUIjqQrS1ycCJEd	7	17-318-162-2143	1380.72	AUTOMOBILE	packages engage fluffily slyly express foxes. slyly even requests are idly slyly unusual deposit
10586	Customer#000010586	tpGhTyWBrFbJocTpS2L	24	34-298-966-3773	4765.91	MACHINERY 	pending instructions integrate fur
10587	Customer#000010587	wJLytPe2FjJuZK3r6O0HtOqG52dXbdGsZJV7iph6	20	30-801-234-8365	7604.49	FURNITURE 	fluffily regular accounts according to the slyly ironic asymptotes haggle 
10588	Customer#000010588	K,A,OJO1j16ML,GkNEvQEcrm	7	17-384-449-5245	8714.21	AUTOMOBILE	even foxes are against the quietly ironic courts. furiously ironic excuses are carefully. regu
10589	Customer#000010589	rSSqQLYV4 ZeIo	4	14-898-875-5779	3714.77	BUILDING  	special requests unwind carefully unusual ideas. final, regular platelets haggle. silent packages sle
10590	Customer#000010590	9g WT,saIyjD0k2	4	14-617-311-6799	7165.09	MACHINERY 	pending requests integrate slyly. express ideas nag. furious packages haggle blithely. furiously even dependencies 
10591	Customer#000010591	aOMAV0XLTmFfrWkf6GK1rdLueS	15	25-204-943-5090	4649.66	MACHINERY 	careful requests doze fluffily. bold requests integrate. ironic, regular theodolites affix never acro
10592	Customer#000010592	nXIU,QW5geXMu6 279Yxitiz,Lt54cIY5S46Wc	0	10-621-337-4229	809.4	AUTOMOBILE	slyly special deposits above the mul
10593	Customer#000010593	GDo9pw v KwFCuo8A62heP	7	17-853-394-7833	5467.74	HOUSEHOLD 	slyly regular pinto beans integra
10594	Customer#000010594	2onCSJwAG2fiM74jBEvklJ6A3RgJ	19	29-761-609-4404	308.62	HOUSEHOLD 	thinly special accounts boost blithely at the slyly special deposits. busily ruthless
10595	Customer#000010595	3oDBQwB2QOy4cZIKnUjBX27,N	0	10-518-544-2452	3869.23	AUTOMOBILE	regular excuses solve fluffily. carefully ironic asymptotes sleep. foxes are always even requests. furiously ex
10596	Customer#000010596	n5bQlw4GMZ0	20	30-177-492-5355	7102.17	BUILDING  	fluffily even requests snooze theodolites. pending foxes haggle slyly furiously even requests.
10597	Customer#000010597	yLiaRzs649lSJTj0	12	22-462-311-2570	3211.2	FURNITURE 	blithely ironic requests along the quickly unusual excuses in
10598	Customer#000010598	lcXt5JB7FUJE6OzcQPn1yuSNnXsK6KCFlnjU8	19	29-571-327-3281	2583.36	BUILDING  	bold, special packages at the unusual, regular pinto beans thrash slyly quickly dogged deposits: ca
10599	Customer#000010599	hMilZEw5P9Q,XidZbqgHiuXc9zoNsBWqbOhTp7	13	23-779-880-4782	-548.87	MACHINERY 	regular accounts boost carefully against t
10600	Customer#000010600	IYeIdX9FPxFImFbe5JNvutrz0PGj0oEilMTSVfe	10	20-287-419-3608	2059.19	AUTOMOBILE	deposits eat furiously alongside of the slyly express accounts. requests boost. quickly ironic excuses against 
10601	Customer#000010601	KyM8zsEnalTs,	9	19-644-347-2264	770.21	HOUSEHOLD 	regular, daring platelets nag special, regular accounts. i
10602	Customer#000010602	slle8lRH4HWrJt6W	0	10-321-971-5114	6932.74	FURNITURE 	final, pending theodolites boost a
10603	Customer#000010603	c43EaRYZzxuMxHLAq3pYdATfZ2NKjYqyU	1	11-102-674-9369	4652.49	BUILDING  	slyly special requests sleep special waters. package
10604	Customer#000010604	qHK7w9rOYh3VqbYLw,62ZqIgV1458VhjvEv	0	10-425-660-8913	4416.42	BUILDING  	blithely final accounts are sometimes daringly unusual deposits. carefully
10605	Customer#000010605	InyLHY2ZhZmqSXwJ7BWf7rMnGYw5PKGeeknsC	4	14-437-121-2459	7810.77	HOUSEHOLD 	pending requests haggle furiously. carefully ironic hockey players grow quickly against the ironic depo
10606	Customer#000010606	XbQFHCefQzGB2NM39U9ca5OXUH	6	16-514-497-2168	-321.4	AUTOMOBILE	blithely ironic packages boost permanently. pinto
10607	Customer#000010607	LoXFpDm6os,lsHXCch7WLb6QMT9QFJAIOHMVJ30J	11	21-462-493-9957	8215.35	HOUSEHOLD 	slyly ironic foxes run finally blithely regular packages
10608	Customer#000010608	Hm SBY5,GaODN5ATMRPjw	22	32-765-473-2137	1463.4	MACHINERY 	final packages haggle. slyly final requests haggle carefully slyly regular frets. quickly express pinto beans 
10609	Customer#000010609	z,HGDcdxPHZydXjpIo9EnhSSv	8	18-911-894-4803	8264.67	AUTOMOBILE	blithely ironic packages along the furiously 
10610	Customer#000010610	SiV4pnmGDo	16	26-164-453-5533	5326.37	HOUSEHOLD 	furiously unusual theodolites nag fluffily final packages. carefully daring pinto beans 
10611	Customer#000010611	qO5bUzvXwf UXIkR0IjKn,QhvUIgU6Au1	24	34-601-783-5653	316.23	HOUSEHOLD 	slyly regular deposits sleep finally among the furiously express multipliers. 
10612	Customer#000010612	26puaq9YfOHLL2zq	10	20-611-280-3848	-154.45	HOUSEHOLD 	deposits cajole quickly slyly thin instructions. furiously pending fox
10613	Customer#000010613	g,u QnIO50VKaeQXeD	14	24-175-730-4084	9121.62	HOUSEHOLD 	blithely unusual theodolites haggle qui
10614	Customer#000010614	4,N bA4b9HPCuVsJ0D,0uGg 4np5oeV	17	27-134-570-1336	9103.41	BUILDING  	furiously regular braids haggle f
10615	Customer#000010615	jW2gI8kxLgFsDX	0	10-920-471-8746	21.56	MACHINERY 	blithely special ideas along the de
10616	Customer#000010616	sVnXCqqLGvzvARrbm	19	29-420-402-2921	8351.25	BUILDING  	carefully ironic instructions cajole carefully. blithely even 
10617	Customer#000010617	oKrI mcOfnweGcR6uFGVtG2uwH8uhMjUT0z7M	3	13-259-655-2500	8536.47	HOUSEHOLD 	blithely regular requests haggle. slyly stealthy deposits boost among the
10618	Customer#000010618	bHn4pyEdEahNj,cqyM 5,x0dXjsq6X	16	26-423-999-9795	8511.87	HOUSEHOLD 	blithely even accounts sleep carefully along the theodolites. carefully unusual foxes
10619	Customer#000010619	VyRGXzB81wJ	19	29-639-915-7559	2051.1	HOUSEHOLD 	ruthless packages use blithely. express excuses x-ray quickly ab
10620	Customer#000010620	jO1sTMK3t8VVN27ww9aKFdO6i9K3OSngeq1C7D	20	30-434-915-1319	7722.94	FURNITURE 	regular requests haggle idly carefully close 
10621	Customer#000010621	1oFjD1Z7t36UFnl	19	29-958-916-4024	8569.27	HOUSEHOLD 	furiously careful theodolites boost. even platelets according to the furiously blithe accounts are regular theodo
10622	Customer#000010622	slCVlriGKjGlMgdPzJcKW6XmSWqW2ETcq20B,BJ	2	12-749-636-8892	9771.76	MACHINERY 	furiously final gifts boost furious
10623	Customer#000010623	tn9betqH8hyll72Mk7PjVMqKqVEBxquM5JJ	7	17-597-789-7460	2029.67	FURNITURE 	slyly ironic accounts cajole furious
10624	Customer#000010624	7rh7209yL3qzClZsY26v 0	8	18-501-560-2688	-302.93	BUILDING  	blithely unusual packages cajole. accoun
10625	Customer#000010625	xXdb8i8bWUdvECyFi00ql2wcSK63MOz7tBlmxCDA	0	10-511-796-8344	-459.58	HOUSEHOLD 	bravely pending asymptotes affix slyly along the unusual grouches; special packag
10626	Customer#000010626	ZdKDMlSX71wCx0f0waXig0mEQxkrhXbrBt4gD	23	33-723-981-9425	6713.22	BUILDING  	blithely silent accounts are carefully according to the fl
10627	Customer#000010627	wRwcjiJ47WEGjEZVlCKhtjD4KEZ9PDrhwDoH	9	19-403-474-5192	105.78	MACHINERY 	carefully regular packages nag according to the slyly unusual
10628	Customer#000010628	xGd r4pr43sH	12	22-860-827-7026	4775.7	AUTOMOBILE	quickly silent platelets are above the packages. packages boost fluffily carefully pending dependencies. bli
10629	Customer#000010629	sGxs ydlg,dqkNpeVEdI0cSTsG8I o10Y8foy	21	31-889-779-6009	7124.58	FURNITURE 	ideas wake about the unusual foxes! slyly bold theodolites are fl
10630	Customer#000010630	jLWUgFE4WtHem24O9Er4TQ9kS1Lw dRGtkKHf ,	5	15-568-222-6835	5837.83	AUTOMOBILE	slyly express dolphins up the carefull
10631	Customer#000010631	0tQKkZefZtGNwi3FYoxNE1Ayu	13	23-255-967-5547	5360.78	AUTOMOBILE	regular foxes believe special packages. quickly regular dependencies sleep. regu
10632	Customer#000010632	50m,nFbGFWJU1N3cwoh7XVFUAJEoRb34N3Sc	21	31-201-779-1599	6626.73	AUTOMOBILE	unusual, ironic pinto beans above the bold theodolites boost accordi
10633	Customer#000010633	KQa2oFSzHx8QE,XqZW1L6Y0Ic86Dl11rskm7eUOi	11	21-609-972-2465	9537.41	AUTOMOBILE	carefully final requests are blithely. furiously special theodolites are above the slyly fluffy 
10634	Customer#000010634	bIVkMC5H4HB	21	31-902-866-1958	1261.87	BUILDING  	final, regular foxes wake furiously above the furiously regular instructions. carefu
10635	Customer#000010635	 0v 54RabL,OVc5uEAD396ER	20	30-948-412-6867	9247.47	FURNITURE 	special ideas sleep. instructions sleep carefully about the always even pinto beans. ironic pinto bean
10636	Customer#000010636	,0TLyr 96hWaTVA	0	10-809-291-4927	1274.68	AUTOMOBILE	furiously express packages unwind furiously slow accounts! furiously special theodolites sleep qui
10637	Customer#000010637	20KEfKBIQo0Ijr1DqcjFShzxmsIAS4	5	15-257-351-4888	4478.31	FURNITURE 	pending asymptotes after the ironic accounts snooze furiously slyly regular ideas. pending
10638	Customer#000010638	SkulLpnSenjf	13	23-810-504-1638	2945.05	BUILDING  	carefully final instructions about the furiously regular theodolites cajole about the close, regular acco
10639	Customer#000010639	KBg8JGoE0WZU	12	22-845-781-3450	6408.13	AUTOMOBILE	carefully special dependencies boost. furiously even asymptotes doubt
10640	Customer#000010640	c35WBTg7G MBt0R4RHuOtSBi38 Fsb	1	11-758-190-6770	9552.93	FURNITURE 	bold, express accounts nag blithely pe
10641	Customer#000010641	cHriWFULAA7bNcw2q2cYaV,b KrZWa	3	13-170-544-8512	9225.98	HOUSEHOLD 	regular, ironic deposits about the escapades nag around the quickly unusual ideas. instructions nag request
10642	Customer#000010642	cTWPuhjvov9fU3ozNQGBqhHV2	19	29-735-947-4436	3141.33	BUILDING  	bold forges sleep. quickly regular theodolites 
10643	Customer#000010643	gVya8V9Gl9V	21	31-674-483-2886	5326.27	AUTOMOBILE	furiously special patterns among the evenly unusual packages sleep furiously above the regular ideas. e
10644	Customer#000010644	eGPSyuFZEMSe277Poar8oa	3	13-524-506-7366	9710.99	AUTOMOBILE	carefully furious patterns integrate carefully. furiously ironic foxes cajole furiously even accounts. furiously iro
10645	Customer#000010645	NRSslTEfghfhXZ0 Qd5ho	23	33-565-286-8981	3655.97	FURNITURE 	silent somas are slyly unusual theodolites; fluffily special escapades sleep blithely. regu
10646	Customer#000010646	OSGT aS69yzyWD5jqEG,DK	16	26-583-978-4901	8936.4	AUTOMOBILE	furiously regular dinos are carefully expre
